,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,7-Eleven,PayPay W,,"-¥3,628",,,2025-06,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥229,574",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/2,daiso,paypay H,,"-¥1,206",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/3,西松屋,paypay H,,"-¥4,449",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,ココカラファイン,paypay H,,"-¥6,370",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,ジャンボ,paypay H,,-¥187,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,ジャンボ,paypay H,,-¥660,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,daiso,paypay H,,-¥550,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,サイゼリヤ,Prestia,,"-¥5,170",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,Amazon JP,paypay H,,"-¥9,090",,本,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,Amazon JP,paypay H,,"-¥2,407",,カグスベール,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,Amazon JP,paypay H,,-¥380,,ワッペン,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,Amazon JP,paypay H,,"-¥40,636",,プリンター,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,楽天バランスラボ,Prestia,,"-¥48,890",,玲用椅子,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,楽天cute family,Prestia,,"-¥2,855",,理咲ダンス用ドレス,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/11,楽天remax,Prestia,,"-¥3,140",,理咲用ダンス靴,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/11,Amazon JP,paypay H,,"-¥1,846",,絆創膏,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/16,daiso,paypay H,,-¥550,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/16,kaldi,paypay H,,-¥646,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/21,uniqlo ,paypay H,,"-¥2,990",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,Amazon JP,paypay H,,-¥770,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,Amazon JP,paypay H,,"-¥1,680",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,コニー,現金 H,,"-¥3,403",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/23,daiso,paypay H,,"-¥1,650",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/25,東急,paypay W,,"-¥6,145",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26,東急,paypay W,,"-¥5,822",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,マツモトキヨシ,paypay H,,"-¥11,491",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,ikea,paypay H,,"-¥4,150",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,midas,paypay W,,"-¥50,200",二葉幼稚園制服,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30,daiso,paypay H,,"-¥1,100",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/30,マツモトキヨシ,paypay H,,"-¥4,732",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/12,文具ハウスジャンボ,PayPay W,,-¥594,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/13,ココカラファイン,PayPay W,,"-¥2,335",,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/28,IKEA,PayPay W,,"-¥2,490",bench cushion,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/5,マツキヨ,PayPay W,,-¥990,,,2025-06,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
医療,,,,$0.00,"-¥339,310",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,s ride km taxi,paypay H,,"-¥5,300",,,2025-06,医療,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/20,米国式根幹治療センター,現金 H,,"-¥314,980",,,2025-06,医療,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/21,東京ヤリカ自動車タクシー,paypay H,,"-¥13,080",,,2025-06,医療,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24,森島クリニック,現金 H,,"-¥2,090",,,2025-06,医療,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26,カラフル薬局,PayPay W,,"-¥1,770",,,2025-06,医療,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26,森嶋クリニック,Prestia,,"-¥2,090",,,2025-06,医療,,,,,,,,,,,,,,,,,,,,,,,,,,
玲お小遣い,,,,$0.00,"-¥2,112",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/17,Daiwa Books,,,"-¥1,892",,"Rey book ¥1100
W book ¥792",2025-06,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,Daiso,PayPay W,,-¥220,,Rey coloring book ¥110,2025-06,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルおこづかい,,,,-$179.97,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,Patreon,USAA,-$5.00,,W spending,,2025-06,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/13,Dropout,USAA,-$5.99,,W spending,,2025-06,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/14,Sam Harris,USAA,-$149.99,,W spending,,2025-06,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,YouTube Premium,USAA,-$13.99,,W spending,,2025-06,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/8,Off Book,USAA,-$5.00,,W spending,,2025-06,ウィルおこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,-$87.94,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/13,Apple One,USAA,-$37.95,,,,2025-06,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/7,Carbon Copy Cloner,USAA,-$49.99,,,,2025-06,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
医療費,,,,$0.00,"-¥62,105",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,Blossom Dental,PayPay W,,"-¥57,705",Rey mouth guard,,2025-06,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/26,森嶋クリニック,Prestia,,"-¥2,090",,,2025-06,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/6,杉田眼科,Prestia,,"-¥2,310",,,2025-06,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07,,,,$0.00,"¥1,131,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,571,593",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,facebook japan,,,"¥1,571,593",,,2025-07,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥54,164",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3,dance place felice,paypay H,,"-¥2,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/16,dance place felice,paypay H,,"-¥4,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,dance place felice,paypay H,,"-¥2,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,dance place felice,paypay H,,"-¥2,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,dance place felice,paypay H,,"-¥4,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,dance place felice,paypay H,,"-¥2,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,dance place felice,paypay H,,"-¥2,000",,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21,Eneos,W cash,,"-¥6,884",Eneos gas,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21,Times,W cash,,-¥880,Times parking,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,Park,W PayPay,,"-¥3,200",Park Avenue parking,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,Kitanomaru parking,Prestia,,"-¥3,000",Kitanomaru parking,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,Takashimaya parking,W PayPay,,"-¥1,200",Takashimaya parking,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,Eneos,W cash,,"-¥7,700",Eneos car wash W cash,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,Eneos,W cash,,"-¥5,100",Eneos gas W cash,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,カナマチぷらっと,W PayPay,,"-¥1,700",カナマチぷらっと dance studio,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,coin parking,W PayPay,,"-¥2,000",coin parking,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Apple parking,W cash,,"-¥1,700",Apple parking W cash,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,Smooth,W PayPay,,"-¥2,800",Smooth parking,,2025-07,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥174,967",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/1,東急,paypay W,,"-¥4,705",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/2,東急,paypay W,,"-¥3,298",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/2,さぼてん,paypay W,,"-¥1,325",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3,東急,paypay H,,"-¥1,524",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3,flo,paypay H,,"-¥1,431",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3,文明堂,paypay H,,"-¥1,296",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/4,lawson 中央林間,paypay H,,-¥118,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/4,大井食品館,paypay H,,"-¥2,170",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/5,7-Eleven,nanaco H,,"-¥3,492",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/6,東急,paypay H,,"-¥2,721",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/6,kaldi,paypay H,,"-¥2,181",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/6,ikea,paypay H,,-¥300,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/7,7-Eleven,paypay H,,"-¥1,631",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/7,東急,paypay W,,"-¥10,335",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,東急,paypay H,,"-¥6,301",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,flo,paypay H,,"-¥1,835",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,さぼてん,paypay H,,"-¥1,325",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,大井食品館,paypay H,,"-¥2,138",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/9,東急,paypay W,,"-¥3,758",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/10,東急,paypay W,,"-¥3,039",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/10,楽天　海鮮小樽,paypay H,,¥0,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,いなげや,paypay H,,-¥281,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,東急,paypay W,,"-¥7,373",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/13,コモディイイダ,PayPay W,,"-¥2,577",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/14,vie de france,paypay H,,"-¥2,250",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/14,東急,paypay H,,"-¥5,970",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/16,7-Eleven,nanaco H,,"-¥4,019",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/16,東急,paypay H,,"-¥3,328",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,hakuta,paypay H,,"-¥3,960",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,東急,paypay H,,"-¥1,968",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/18,7-Eleven,nanaco H,,-¥660,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/18,7-Eleven,nanaco H,,"-¥2,831",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/19,東急,paypay H,,"-¥7,761",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/20,Ikea,PayPay W,,"¥5,830",Ikea food,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21,アトレ大井町　ハオチャオズ,paypay H,,-¥542,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21,アトレ大井町　グリーングルメ,paypay H,,"-¥3,133",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21,アトレ大井町　カンナムキンパ,paypay H,,-¥860,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/21,アトレ大井町　権兵衛,現金 H,,-¥600,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/22,東急,paypay H,,"-¥4,899",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/22,7-Eleven,PayPay W,,-¥220,7-Eleven,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,東急,paypay H,,"-¥3,922",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,fepa,paypay H,,"-¥5,566",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,flo,paypay H,,"-¥1,287",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,東急,paypay H,,"-¥2,409",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,東急,paypay H,,"-¥3,635",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,7-Eleven,PayPay W,,"-¥1,022",7-Eleven,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,fepa,paypay H,,-¥486,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,楽天　海鮮小樽,Prestia,,-¥971,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,costco,現金 H,,-¥300,,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,東急,paypay W,,"-¥3,714",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Kaldi,PayPay W,,"-¥1,598",Kaldi coffee,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,flo,paypay W,,"-¥1,498",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,東急,Paypay W,,"-¥2,892",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,Family,PayPay W,,-¥408,Family Mart,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,東急,paypay H,,"-¥7,893",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,7-Eleven,nanaco H,,"-¥2,823",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,flo,paypay H,,"-¥1,492",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,Jinbouchou Book Center food,PayPay W,,"-¥4,380",food and work space,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,東急,paypay W,,"-¥2,887",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,Cafe,PayPay W,,-¥790,Cafe 33,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,Cafe,PayPay W,,-¥700,Cafe 33,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,Family,PayPay W,,-¥946,Family Mart,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/22,Takakuramachi coffee,W PayPay,,"-¥2,910",Takakuramachi coffee,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Little Darling Coffee Roasters,W PayPay,,"-¥2,680",Little Darling Coffee Roasters,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Little Darling Coffee Roasters,W PayPay,,"-¥1,500",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Choushimaru,W PayPay,,"-¥10,747",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,Shake Shack,W PayPay,,"-¥2,618",,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,7-11,W PayPay,,-¥568,7-11,,2025-07,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥140,634",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/2,Amazon JP,paypay H,,"-¥1,876",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3,郵便局,paypay H,,"-¥1,960",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/6,ikea,paypay H,,-¥599,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/10,Amazon JP,paypay H,,"-¥11,781",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,seria,paypay H,,-¥440,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/13,Amazon JP,paypay H,,"-¥17,306",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/14,daiso,paypay H,,-¥330,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/16,マツモトキヨシ,paypay H,,"-¥4,029",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,マツモトキヨシ,paypay H,,"-¥1,464",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/20,seria,paypay H,,-¥330,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,ココカラファイン,paypay H,,"-¥4,639",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,イトーヨーカドー,nanaco H,,"-¥3,498",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,無印,paypay H,,"-¥2,900",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,daiso,paypay H,,-¥548,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,uniqlo,paypay H ,,"-¥9,220",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,the french toast factory,paypay H,,"-¥3,168",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,Amazon JP,paypay H,,"-¥6,045",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,マツモトキヨシ,paypay H,,-¥603,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/25,Pamm,W PayPay,,"-¥31,090",Pamm clothing,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,Laugh Laugh,paypay W,,"-¥3,399",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,sanki,paypay H,,"-¥7,693",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/27,seria,paypay H,,-¥110,,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,パスモチャージ,現金 H,,"-¥5,000",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,ココカラファイン,paypay H,,"-¥2,957",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,Amazon JP,paypay H,,"-¥14,818",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,楽天fashion,Prestia,,"-¥4,831",,,2025-07,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
Wお小遣い,,,,$0.00,"-¥8,947",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/30,Sanseidou,W PayPay,,"-¥1,463",Sanseidou W spending,,2025-07,Wお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/23,Kinokuniya books,W PayPay,,"-¥7,484",Kinokuniya books W okozukai,,2025-07,Wお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
医療費,,,,$0.00,"-¥58,490",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,米国式根幹治療センター,現金 H,,"-¥58,000",,,2025-07,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/17,なの花薬局,paypay H,,-¥490,,,2025-07,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
玲お小遣い,,,,$0.00,"-¥2,868",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/26,Daiso,W PayPay,,-¥110,Daiso Rey balloon Rey okozukai,,2025-07,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,Daiso,PayPay W,,-¥110,Daiso Rey origami,,2025-07,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/31,大和書店,現金 H,,"-¥2,648",,玲おばけずかん,2025-07,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08,,,,$0.00,"-¥518,175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥80,500",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1,沓澤先生,Prestia,,-¥60000,７月３回＋8/1　４回分,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1,Eneos,W cash,,"-¥5,500",Eneos tire repair,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,dance place felice,paypay H,,"-¥2,000",,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,dance place felice,paypay H,,"-¥3,000",,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/7,dance place felice,paypay H,,"-¥2,500",,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/23,dance place felice,paypay H,,"-¥2,500",,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/26,dance place felice,paypay H,,"-¥2,500",,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/28,dance place felice,paypay H,,"-¥2,500",,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,2025-08,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥35,968",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/1,楽天　海鮮小樽,Prestia,,"-¥3,047",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,大井食品館,paypay H,,-¥583,,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,大井食品館,paypay H,,"-¥3,056",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,イトーヨーカドー大井町　mister donut,paypay H,,"-¥1,680",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,アトレ大井町　無印,現金 H,,"-¥1,360",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,レイクタウン　タニタ食堂,paypay H ,,"-¥1,199",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,マイバスケット,現金 H,,-¥146,,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,東急,paypay H,,"-¥6,342",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,東急,paypay H,,"-¥1,980",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/18,7-Eleven,paypay H,,"-¥3,499",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/20,東急,paypay H,,"-¥5,870",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/22,7-Eleven,paypay H,,"-¥3,602",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/25,東急,paypay H,,"-¥3,604",,,2025-08,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥82,540",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/2,fruta 美容院,paypay H,,"-¥4,950",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,アトレ大井町　靴下屋,paypay H,,"-¥3,696",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,アトレ大井町　uniqlo,paypay H,,"-¥15,000",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/3,Amazon JP,paypay H,,"-¥2,965",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,マツモトキヨシ,paypay H,,-¥879,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,イオンスタイル　レイクタウン,paypay H,,-¥836,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,レイクタウン　無印,paypay H,,"-¥4,840",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,daiso,paypay H,,-¥660,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,マツモトキヨシ,paypay H,,"-¥1,550",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,レイクタウン petit main,paypay H,,"-¥5,276",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
