,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
旅行,,,,$0.00,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/18 rakuten travel,,-$895.72,,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/18 adjustment purchases,,$895.72,,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/18 rakuten travel,,-$433.22,,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/18 adjustment purchases,,$433.22,,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/18 rakuten travel,,-$436.38,,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/18 adjustment purchases,,$436.38,,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/20 Rakuten travel,,"-$1,243.70",,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11/20 Rakuten travel,,"$1,243.70",,,,2023-11,旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12,,,,"-$4,593.74","¥1,885,525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥3,206,157",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/25 REMITTANCE FACEBOOK JAPAN 給料,,,"¥3,206,157",,,2023-12,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"-$4,018.02",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/1 pacific gas&electric,,-$49.65,,,間違いで払っているので、返金申請中,2023-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/12 USAA P&C autopay,,-$151.03,,,,2023-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 USAA Compass,,-$242.00,,,,2023-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/29,mortgage payment,,"-$3,575.34",,,,2023-12,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,-$166.44,"-¥704,710","¥18,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/1 prestia プロビタス　税理士　相談料　３時間分,,,"-¥49,500",,,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/3 Paypay 東京都水道局-H,,,"-¥11,242",,,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/7 prestia 七田式塾代,,,"-¥42,790",,プレスティア振込,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/11 真鍋さんへ謝礼　現金,,,"-¥70,000",,,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/14 お父さん達へ借金２５万、及び9月にお世話になった謝礼,,,"-¥500,000",,,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/14 Apple USAA,,-$37.95,,,,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/19 USAA 東京ガス,,-$128.49,,"¥18,019",,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 ゆうちょ Oasis-W,,,"-¥9,680",,プール,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 ゆうちょ Jcom-W,,,"-¥4,818",,インターネット,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 Prestia ビンゴ-W,,,"-¥16,680",,,2023-12,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,-$18.51,"-¥298,760","¥2,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/1 paypay サボテン-W,,,"-¥1,110",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 paypay KFC-W,,,-¥760,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/1 nanaco 7 Eleven-W ,,,"-¥1,258",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/1 paypay 東急-H,,,"-¥4,320",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/2 Vie De France-現金,,,"-¥2,284",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/2 paypay ららぽーと　ひな野-H,,,"-¥6,581",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/3 Paypay Fepa-H,,,"-¥13,876",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 nanaco 7 Eleven-W,,,-¥775,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 paypay 東急-H,,,-¥347,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 paypay 東急-H,,,"-¥8,380",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 星乃珈琲店-H 現金,,,"-¥3,610",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 Paypay invader-W,,,"-¥1,296",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/5 paypay tsumugi-W,,,"-¥4,180",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 nanaco 7 eleven-W,,,-¥797,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 paypay 東急-H,,,"-¥3,852",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 paypay Ikea-H,,,"-¥1,960",,食事,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/7 paypay 東急-H,,,"-¥2,324",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/7 paypay ガスト-W,,,"-¥2,900",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/8 paypa 東急-H,,,"-¥3,036",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/8 paypay 歩庵-H,,,"-¥2,180",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/9 paypay 東急-H,,,"-¥3,769",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay 東急-H,,,"-¥1,192",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay Mister Donut-H,,,-¥781,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay pront-H,,,"-¥6,556",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay Kaldi-W,,,"-¥1,280",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay Tsugumi-W,,,"-¥6,006",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/11 paypay 東急-H,,,"-¥5,531",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/11 paypay さと-W,,,"-¥3,957",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/12 paypay sweets plus-H,,,"-¥4,360",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/12 paypay コージーコーナー-W,,,-¥356,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/12 サイゼリヤ USAA-W,,-$18.51,,"¥2,680",,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 paypay 夢庵-H,,,"-¥4,711",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 paypay 松屋-W,,,-¥760,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/14 paypay 東急-H,,,"-¥2,635",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/14 paypay 日高屋-W,,,"-¥2,750",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/14 paypay 松屋-W　,,,-¥760,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/15 paypay すき家-W,,,-¥750,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/16 paypay ジョナサン-W,,,"-¥7,438",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/16 paypay 東急-H,,,"-¥5,121",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/17 paypay The french toast factory-W,,,"-¥5,830",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/17 paypay 無印(お芋チップス)-H,,,-¥350,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 Paypay Lawson 100-W,,,-¥161,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay 松屋-W,,,-¥830,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 vansan paypay-W,,,"-¥8,976",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay 東急-H,,,"-¥4,695",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay Kaldi-H,,,"-¥2,345",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay いなげや-H,,,"-¥3,221",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/19 paypay サボテン-W,,,"-¥1,225",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/19 paypay 東急-W,,,-¥967,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/19 paypay はま寿司-W,,,"-¥3,938",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/20 Costco 現金-H,,,-¥780,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/20 paypay すき家-W,,,"-¥2,830",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"12/22 Costco, 東急買い物等　英子に返金　現金 -H",,,"-¥40,000",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 paypay Kaldi-W,,,-¥343,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 paypay 大戸屋-W,,,"-¥3,100",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 paypay Lawson 100-W,,,-¥130,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 nanaco 7-Eleven-W,,,"-¥1,002",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 paypay 東急-W,,,"-¥2,397",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/23 paypay 東急-W,,,"-¥9,151",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/24 paypay 東急-W,,,"-¥3,635",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/25 paypay Flo-W,,,"-¥3,008",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/25 paypay 東急-W,,,"-¥4,597",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/25 paypay 東急-H,,,"-¥1,041",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay mister donut-W,,,"-¥5,900",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay Flo-H,,,"-¥3,498",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay しんぱち食堂-W,,,"-¥3,003",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay 東急-W,,,"-¥1,468",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 いなげや　現金-H,,,-¥96,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 paypay jonathan-W,,,"-¥6,338",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 paypay 東急-W,,,"-¥3,389",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 paypay Kaldi-H,,,-¥498,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 paypay 東急-H,,,"-¥13,889",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 paypay Riz Crepe-H,,,"-¥4,110",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 paypay Kanadelica-W,,,"-¥3,877",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29 paypay 日高屋-W,,,"-¥2,960",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30 paypay Kaldi-H,,,-¥686,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30 paypay 東急-H,,,"-¥5,674",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30 paypay サボテン-W,,,"-¥1,110",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 paypay ikea-H,,,"-¥5,310",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 paypay 東急-H,,,"-¥7,860",,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 mister donut-W 現金,,,-¥3,,,2023-12,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
日用品,,,,-$46.60,"-¥120,938",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/2 Disney store USAA ,,-$46.60,,,子供用マスク,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/3 Paypay Amazon JP-H,,,"-¥2,743",,ゴミ箱,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 paypay ココカラファイン-H,,,"-¥4,450",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 paypay Amazon JP(おむつ、ビオフェルミン)-H,,,"-¥2,036",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 兼一郎君に返金(コストコ代、イケアへの運搬料),,,"-¥50,000",,"コストコ代37,311円",2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 Paypay Amazon JP-H,,,"-¥2,036",,リサおむつ、子供用ビオフェルミン,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay ココカラファイン-H,,,-¥426,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay Daiso-W,,,"-¥2,860",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay Uniqlo-W,,,"-¥6,970",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay 紀伊國屋　アリオ亀有-W,,,"-¥1,111",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/12 paypay daiso-H,,,-¥990,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 ホームセンター　スーパービバホーム　現金,,,"-¥2,464",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 Paypay Seria-H,,,"-¥3,965",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/15 paypay daiso-H,,,-¥880,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/17 paypay 無印-W,,,"-¥10,860",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay seria-H,,,"-¥4,400",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay Amazon JP(おむつ)-H,,,"-¥7,147",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 paypay 東急(アルコール、重曹)-H,,,-¥875,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 paypay seria-H,,,-¥330,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 paypay Amazon JP（mask）-H,,,"-¥1,342",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 paypay ダイソー-H,,,-¥660,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/28 paypay cocokara fine-H,,,"-¥1,622",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/29 paypay seria-H,,,"-¥1,540",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 paypay seria-H,,,-¥330,,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 paypay Ikea-H,,,"-¥10,901",,,2023-12,日用品,,,,,,,,,,,,,,,,,,,,,,,,,,
その他諸々,,,,-$114.57,"-¥181,819","¥152,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/3 Uniqlo-USAA,,-$43.61,,,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 Paypay Ikea-H,,,"-¥37,017",,¥37990がペイペイになかったので、残り９７３円をクレジットカード払い,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 paypay Ikea-H(TV cabinet),,,"-¥37,990",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 Ikea USAA-H,,-$6.64,,-¥973,¥37990がペイペイになかったので、残り９７３円をクレジットカード払い,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 ウィルATM引き出し,,,,"¥150,000",,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/6 paypay Amazon JP(ゴミ箱)-H,,,"-¥2,743",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/9 Shichida Officialstore USAA,,-$1.61,,,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/10 paypay Amazon JP(玲カービー置き時計)-H,,,-¥915,,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/11 paypay amazon JP(タオルホルダー)-H,,,"-¥5,007",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 アークオアシス　ホームセンター（布地)-H 現金,,,"-¥1,670",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/14 USAA Apple,,-$37.95,,,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/17 nanaco イトーヨーカドー（クリスマスカード）-H,,,-¥495,,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/17 paypay amazon JP(タオルホルダー)-H,,,"-¥5,643",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay Amazon JP(リングライナー)-H,,,"-¥2,066",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay Amazon JP（レジカゴバッグ）-H,,,"-¥1,480",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/18 paypay 郵便局-H,,,-¥440,,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/24 現金前払い　楽天ファッション-H,,,"-¥3,486",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay Nojima-W,,,"-¥63,110",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay Lush-W,,,"-¥3,700",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay Uniqlo-W,,,"-¥3,960",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay Loft-W,,,"-¥1,980",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/26 paypay Uniqlo-W,,,"-¥1,990",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30 paypay Amazon JP(リングライナー)-H,,,"-¥2,039",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30 USAA 楽天アヴェニュー-H,,-$24.76,,"¥3,486",寛子用洋服,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 shoo la rue 現金-H,,,"-¥6,088",,,2023-12,その他諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
病気,,,,-$78.12,"-¥8,430",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 杉沢皮膚科-W　現金,,,"-¥1,370",,ウィル頭皮,2023-12,病気,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/9 金町整形外科 現金,,,"-¥2,000",,玲、理咲 Flu shot,2023-12,病気,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/21 上野医院-H 現金,,,"-¥3,000",,,2023-12,病気,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 櫻井耳鼻科-H　現金,,,"-¥1,330",,,2023-12,病気,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/22 いずみ薬局-H 現金,,,-¥730,,,2023-12,病気,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/31 USAA Lab corp-W,,-$78.12,,,医療費,2023-12,病気,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$151.48,"-¥5,975",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/1 audible USAA-W,,-$27.55,,,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/4 youtube premium USAA-W,,-$13.99,,,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/8 audible USAA-W,,-$14.95,,,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 大和書店（ファイブスター物語）現金,,,"-¥1,430",,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/13 大和書店（レーエンデ国物語）現金,,,"-¥2,145",,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/24 USAA Open AI-W,,-$20.00,,,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/27 USAA Omnigroup-W,,-$74.99,,,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12/30 nanaco 7-Eleven-W(任天堂スウィッチ),,,"-¥2,400",,,2023-12,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-1,,,,"-$4,074.91","¥587,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,836,827",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/25 Facebook,,,"¥63,580",,,2024-1,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/25 Facebook,,,"¥1,773,247",,,2024-1,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"-$3,686.35",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/11 USAA Property and Casualty Insurance,,-$151.01,,,,2024-1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/12 USAA Compass,,-$242.00,,,,2024-1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/24 USAA Property and Casualty insurance,,$282.00,,,,2024-1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/30 USAA Mortgage,,"-$3,575.34",,,,2024-1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥397,811",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 ゆうちょ　ドコモ-W,,,"-¥4,909",,携帯,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/11 Prestia Bingo-W,,,"-¥262,500",,"1月　32500円
2月　65000円
3月　65000円
入園金　50000円
デポジット　50000円
262,500円",2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/12 Prestia 七田式-W,,,"-¥42,790",,,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/22 東京ガス 現金,,,"-¥26,367",,コンビニ振り込み,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/26 ゆうちょ　Oasis-W,,,"-¥9,680",,プール,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/29 ゆうちょ　Jcom-W,,,"-¥4,818",,インターネット,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/29 ゆうちょ　七田式-W,,,"-¥42,790",,塾,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/31 ゆうちょ Docomo-W,,,"-¥3,957",,携帯,2024-1,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥366,624",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/2 paypay Gust-W,,,"-¥4,850",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/2 paypay 高島屋-H,,,"-¥27,550",,紅茶,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/3 nanaco 7-Eleven-W,,,-¥673,,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 nanaco 7-Eleven-W,,,-¥898,,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/3 paypay Lawson100-W,,,-¥257,,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/3 paypay モスバーガー-W,,,"-¥4,220",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/3 paypay モスバーガー-W,,,-¥280,,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 paypay Kaldi-W,,,"-¥5,520",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 paypay 東急-W,,,"-¥3,662",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 paypay Cafe Sweets+-H,,,"-¥22,000",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 paypay モスバーガー　福袋-H,,,"-¥5,000",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 paypay イオンレイクダウン-H,,,"-¥2,931",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/5 paypay 大戸屋-H,,,"-¥3,410",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/4 USAA Lupicia-H,,,-¥730,,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/6 My J style-H 現金,,,"-¥3,000",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/6 nanaco 7-Eleven-W,,,-¥969,,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/6 paypay 夢庵-W,,,"-¥4,592",,,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/7 costco-H　現金,,,-¥660,,食べ物,2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1/7 けんいちろう君に返金,,,"-¥26,000",,"コストコ代　22,144円、車代",2024-1,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
